month,day,year,plot,period,treatment,species,weight,scientific_name,taxa,common_name,avg_weight_g,effort
10,17,2004,8,317,control,PP,16,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
10,17,2004,8,317,control,OT,25,Onychomys torridus,Rodent,Southern grasshopper mouse,24.05599577,49
10,17,2004,8,317,control,PP,14,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
10,17,2004,8,317,control,PP,13,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
10,17,2004,8,317,control,DO,52,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
10,17,2004,8,317,control,PP,18,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
10,17,2004,8,317,control,PP,12,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
10,17,2004,8,317,control,PB,29,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
10,17,2004,8,317,control,PB,30,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
10,17,2004,14,317,control,PP,16,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
10,17,2004,14,317,control,DM,51,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
10,17,2004,14,317,control,PP,16,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
10,17,2004,14,317,control,DM,50,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
11,13,2004,22,318,control,PB,41,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
11,13,2004,22,318,control,PB,35,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
11,13,2004,22,318,control,PB,28,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
11,13,2004,22,318,control,PB,49,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
11,13,2004,22,318,control,PB,32,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
11,13,2004,22,318,control,PB,30,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
11,13,2004,22,318,control,PB,30,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
11,13,2004,22,318,control,OT,25,Onychomys torridus,Rodent,Southern grasshopper mouse,24.05599577,49
11,13,2004,2,318,control,PB,28,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
11,13,2004,2,318,control,PB,43,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
11,13,2004,2,318,control,PP,16,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
11,13,2004,2,318,control,PP,15,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
11,13,2004,2,318,control,PB,28,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
11,13,2004,2,318,control,PB,34,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
11,13,2004,2,318,control,PB,44,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
11,13,2004,2,318,control,PB,26,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
11,13,2004,2,318,control,OT,22,Onychomys torridus,Rodent,Southern grasshopper mouse,24.05599577,49
11,13,2004,2,318,control,PB,31,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
11,13,2004,2,318,control,PE,17,Peromyscus eremicus,Rodent,Cactus mouse,21.98281643,49
11,13,2004,2,318,control,PE,15,Peromyscus eremicus,Rodent,Cactus mouse,21.98281643,49
11,13,2004,2,318,control,PP,14,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
11,13,2004,2,318,control,PP,14,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
11,13,2004,12,318,control,OT,22,Onychomys torridus,Rodent,Southern grasshopper mouse,24.05599577,49
11,13,2004,12,318,control,DO,56,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
11,13,2004,12,318,control,DO,49,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
11,13,2004,12,318,control,PP,14,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
11,13,2004,17,318,control,PB,23,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
11,13,2004,17,318,control,PB,25,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
11,13,2004,17,318,control,DM,48,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
11,13,2004,17,318,control,DM,52,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
11,13,2004,17,318,control,PP,22,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
11,13,2004,17,318,control,PB,29,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
11,13,2004,17,318,control,PB,28,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
11,NA,2004,4,NA,control,NA,NA,NA,NA,NA,NA,NA
11,NA,2004,8,NA,control,NA,NA,NA,NA,NA,NA,NA
11,NA,2004,11,NA,control,NA,NA,NA,NA,NA,NA,NA
11,NA,2004,14,NA,control,NA,NA,NA,NA,NA,NA,NA
12,11,2004,2,319,control,PB,30,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
12,11,2004,2,319,control,PB,43,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
12,11,2004,2,319,control,PB,34,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
12,11,2004,2,319,control,PE,28,Peromyscus eremicus,Rodent,Cactus mouse,21.98281643,49
12,11,2004,2,319,control,PB,27,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
12,11,2004,2,319,control,PI,15,Chaetodipus intermedius,Rodent,Rock pocket mouse,17.46666667,49
12,11,2004,2,319,control,PB,28,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
12,11,2004,2,319,control,PB,19,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
12,11,2004,2,319,control,NA,139,Neotoma albigula,Rodent,White-throated woodrat,162.5347738,49
12,11,2004,12,319,control,DO,52,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
12,11,2004,12,319,control,DM,46,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,11,2004,12,319,control,PP,14,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
12,11,2004,12,319,control,DO,57,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
12,11,2004,12,319,control,OT,25,Onychomys torridus,Rodent,Southern grasshopper mouse,24.05599577,49
12,11,2004,12,319,control,DO,45,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
12,11,2004,12,319,control,DM,44,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,11,2004,17,319,control,PB,15,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
12,11,2004,17,319,control,DM,50,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,11,2004,17,319,control,DM,46,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,11,2004,17,319,control,PP,24,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
12,11,2004,17,319,control,PB,25,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
12,11,2004,17,319,control,DM,46,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,11,2004,17,319,control,PB,30,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
12,11,2004,17,319,control,PB,28,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
12,11,2004,22,319,control,PB,29,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
12,11,2004,22,319,control,PB,39,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
12,11,2004,22,319,control,PB,26,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
12,11,2004,22,319,control,PB,28,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
12,11,2004,22,319,control,OT,27,Onychomys torridus,Rodent,Southern grasshopper mouse,24.05599577,49
12,11,2004,22,319,control,PB,51,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
12,11,2004,22,319,control,PB,44,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
12,12,2004,4,319,control,OT,22,Onychomys torridus,Rodent,Southern grasshopper mouse,24.05599577,49
12,12,2004,4,319,control,PP,15,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
12,12,2004,4,319,control,DO,58,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
12,12,2004,4,319,control,DO,55,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
12,12,2004,4,319,control,DO,51,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
12,12,2004,11,319,control,DM,38,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,12,2004,11,319,control,PP,16,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
12,12,2004,11,319,control,DM,52,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,12,2004,11,319,control,DM,47,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,12,2004,11,319,control,PB,31,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
12,12,2004,8,319,control,DO,56,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
12,12,2004,8,319,control,DO,42,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
12,12,2004,14,319,control,DM,26,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,12,2004,14,319,control,DM,45,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,12,2004,14,319,control,DM,25,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,12,2004,14,319,control,DM,48,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,12,2004,14,319,control,OT,23,Onychomys torridus,Rodent,Southern grasshopper mouse,24.05599577,49
12,12,2004,14,319,control,DM,44,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,12,2004,14,319,control,DM,49,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,12,2004,14,319,control,DM,38,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,12,2004,11,319,control,DM,42,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
1,15,2005,1,320,control,DO,35,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
1,15,2005,1,320,control,DO,38,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
1,15,2005,1,320,control,DO,38,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
1,15,2005,1,320,control,DO,37,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
1,15,2005,1,320,control,PB,31,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
1,15,2005,1,320,control,PB,25,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
1,15,2005,1,320,control,DO,60,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
1,15,2005,1,320,control,PB,30,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
1,15,2005,1,320,control,PB,37,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
1,15,2005,2,320,control,PB,25,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
1,15,2005,2,320,control,PB,29,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
1,15,2005,2,320,control,PB,25,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
1,15,2005,2,320,control,PM,22,Peromyscus maniculatus,Rodent,Deer Mouse,21.7079252,49
1,15,2005,2,320,control,PB,45,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
1,15,2005,2,320,control,PB,26,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
1,15,2005,2,320,control,PB,30,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
1,15,2005,2,320,control,PE,12,Peromyscus eremicus,Rodent,Cactus mouse,21.98281643,49
1,15,2005,2,320,control,PB,36,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
1,15,2005,2,320,control,PE,20,Peromyscus eremicus,Rodent,Cactus mouse,21.98281643,49
1,15,2005,2,320,control,NA,166,Neotoma albigula,Rodent,White-throated woodrat,162.5347738,49
1,15,2005,2,320,control,NA,150,Neotoma albigula,Rodent,White-throated woodrat,162.5347738,49
1,15,2005,12,320,control,OT,29,Onychomys torridus,Rodent,Southern grasshopper mouse,24.05599577,49
1,15,2005,12,320,control,PP,14,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
1,15,2005,12,320,control,DO,59,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
1,15,2005,12,320,control,DO,52,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
1,15,2005,12,320,control,DM,42,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
1,15,2005,17,320,control,PB,30,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
1,15,2005,17,320,control,DM,51,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
1,15,2005,17,320,control,PP,22,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
1,15,2005,17,320,control,DM,52,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
1,15,2005,17,320,control,DM,49,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
1,15,2005,17,320,control,PB,25,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
1,15,2005,17,320,control,PB,27,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
1,15,2005,22,320,control,PB,42,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
1,15,2005,22,320,control,PB,30,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
1,15,2005,22,320,control,PB,55,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
1,15,2005,22,320,control,OT,29,Onychomys torridus,Rodent,Southern grasshopper mouse,24.05599577,49
1,15,2005,22,320,control,PB,28,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
1,15,2005,22,320,control,PB,27,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
1,16,2005,4,320,control,DO,52,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
1,16,2005,4,320,control,PP,15,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
1,16,2005,4,320,control,DO,48,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
1,16,2005,4,320,control,DO,45,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
1,16,2005,4,320,control,OT,26,Onychomys torridus,Rodent,Southern grasshopper mouse,24.05599577,49
1,16,2005,4,320,control,DO,48,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
1,16,2005,4,320,control,DO,60,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
1,16,2005,4,320,control,DO,55,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
1,16,2005,4,320,control,DO,49,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
1,16,2005,4,320,control,DO,54,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
1,16,2005,11,320,control,DM,46,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
1,16,2005,11,320,control,DM,48,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
1,16,2005,11,320,control,PB,32,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
1,16,2005,9,320,control,DO,51,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
1,16,2005,9,320,control,DO,45,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
1,16,2005,9,320,control,DO,53,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
1,16,2005,9,320,control,DM,53,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
1,16,2005,9,320,control,DO,30,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
1,16,2005,9,320,control,DM,30,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
1,16,2005,9,320,control,DM,47,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
1,16,2005,9,320,control,PB,36,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
1,16,2005,9,320,control,DO,52,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
1,16,2005,8,320,control,DO,45,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
1,16,2005,8,320,control,DO,35,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
1,16,2005,8,320,control,DO,48,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
1,16,2005,8,320,control,DO,57,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
1,16,2005,14,320,control,DM,48,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
1,16,2005,14,320,control,DM,32,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
3,12,2005,1,321,control,PB,36,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
3,12,2005,1,321,control,PP,13,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
3,12,2005,1,321,control,PP,23,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
3,12,2005,1,321,control,DO,46,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
3,12,2005,1,321,control,PP,20,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
3,12,2005,1,321,control,PB,38,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
3,12,2005,12,321,control,DM,49,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
3,12,2005,12,321,control,OT,26,Onychomys torridus,Rodent,Southern grasshopper mouse,24.05599577,49
3,12,2005,12,321,control,DM,49,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
3,12,2005,12,321,control,PP,15,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
3,12,2005,12,321,control,PP,22,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
3,12,2005,12,321,control,PP,17,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
3,12,2005,17,321,control,PB,27,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
3,12,2005,17,321,control,PB,34,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
3,12,2005,17,321,control,PP,20,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
3,12,2005,17,321,control,DM,52,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
3,12,2005,17,321,control,PB,36,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
3,12,2005,17,321,control,DM,31,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
3,12,2005,17,321,control,DM,51,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
3,12,2005,17,321,control,PP,26,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
3,12,2005,17,321,control,PB,31,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
3,12,2005,22,321,control,PB,44,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
3,12,2005,22,321,control,PB,30,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
3,12,2005,22,321,control,PB,33,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
3,12,2005,22,321,control,PB,45,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
3,13,2005,4,321,control,DO,38,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
3,13,2005,4,321,control,DO,NA,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
3,13,2005,4,321,control,DO,34,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
3,13,2005,4,321,control,PP,18,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
3,13,2005,4,321,control,DO,58,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
3,13,2005,4,321,control,DO,58,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
3,13,2005,11,321,control,DM,44,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
3,13,2005,11,321,control,DM,42,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
3,13,2005,11,321,control,DM,34,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
3,13,2005,11,321,control,PP,15,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
3,13,2005,11,321,control,DM,52,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
3,13,2005,11,321,control,DM,44,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
3,13,2005,11,321,control,PP,20,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
3,13,2005,9,321,control,DO,45,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
3,13,2005,9,321,control,RM,13,Reithrodontomys megalotis,Rodent,Western harvest mouse,10.72923441,49
3,13,2005,9,321,control,PP,13,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
3,13,2005,9,321,control,DM,48,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
3,13,2005,8,321,control,DO,50,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
3,13,2005,8,321,control,PP,14,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
3,13,2005,8,321,control,DO,50,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
3,13,2005,8,321,control,PP,15,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
3,13,2005,8,321,control,DO,52,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
3,13,2005,8,321,control,DO,42,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
3,13,2005,8,321,control,DO,51,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
3,13,2005,8,321,control,DO,58,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
3,13,2005,14,321,control,DM,54,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
3,13,2005,14,321,control,DM,46,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
3,13,2005,14,321,control,DO,53,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
3,13,2005,14,321,control,DO,34,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
3,13,2005,14,321,control,DM,51,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
3,13,2005,14,321,control,PP,16,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
3,NA,2005,2,NA,control,NA,NA,NA,NA,NA,NA,NA
4,9,2005,1,322,control,PP,19,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
4,9,2005,1,322,control,PP,19,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
4,9,2005,1,322,control,PB,37,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
4,9,2005,1,322,control,PP,17,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
4,9,2005,1,322,control,DO,55,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
4,9,2005,1,322,control,PP,25,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
4,9,2005,2,322,control,PP,16,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
4,9,2005,2,322,control,PP,13,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
4,9,2005,2,322,control,PB,33,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
4,9,2005,2,322,control,DO,48,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
4,9,2005,2,322,control,DO,30,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
4,9,2005,2,322,control,DM,41,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
4,9,2005,2,322,control,PP,18,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
4,9,2005,12,322,control,DM,42,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
4,9,2005,12,322,control,PP,15,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
4,9,2005,12,322,control,PP,19,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
4,9,2005,12,322,control,PP,17,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
4,9,2005,12,322,control,PP,24,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
4,9,2005,12,322,control,DO,50,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
4,9,2005,17,322,control,PB,34,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
4,9,2005,17,322,control,DM,49,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
4,9,2005,17,322,control,PP,19,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
4,9,2005,17,322,control,DM,46,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
4,9,2005,17,322,control,DM,43,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
4,9,2005,17,322,control,PP,20,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
4,9,2005,17,322,control,PB,35,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
4,9,2005,17,322,control,PB,38,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
4,9,2005,17,322,control,PP,19,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
4,9,2005,22,322,control,PB,32,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
4,9,2005,22,322,control,PB,37,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
4,9,2005,22,322,control,PB,40,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,31.87351518,49
4,10,2005,4,322,control,OT,24,Onychomys torridus,Rodent,Southern grasshopper mouse,24.05599577,49
4,10,2005,4,322,control,PP,24,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
4,10,2005,4,322,control,PP,15,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
